0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.15330998899315673,0.2725581485785919,1.8979863567299817,1.8057005765268908,2621.29875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.5275913331995069,0.6166388971609033,-0.6647373603856302,-0.9957659414363842,193.5
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.3273262384369588,-0.329583161440453,-0.643738680539078,-0.7136171828114435,324.36
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5538401785182528,0.8746994585976369,-0.6427949196470981,-0.6116580387616948,482.92
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.15330998899315673,-0.8457042843139201,-0.6759445209778914,-0.9909460546267598,184.25
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.2233891923411977e-16,-0.5016235357316087,-0.29596279184449265,1.686686448381548,517.38
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7140522543282916,2.0789820786357267,-0.5974943968320638,-0.9212430761491133,896.17
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6739992353757819,-1.4478455943329651,-0.6387839358561836,-0.8956606000057219,-269.14
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0358018797611095,0.0,-0.27602584300141775,-0.6921130724300418,2621.29875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.4074322763419781,0.35857833572416975,-0.6406714576401434,-0.8904699526722801,213.89
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.074529424900878,-1.6198859686241207,-0.6331213705043044,-0.9479378338639566,347.26
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.048280579582132,-0.6736639100227644,-0.6529403492358818,2.177944142439428,572.47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.2747945196634263,0.0,-0.6775961025388562,-0.7588499667171501,287.52
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.7692349207273053,-0.07152260000371947,-0.43764489575297194,-0.009913708606269256,301.34
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.7679094469145646,-1.1897850328962314,-0.6582490042532687,-0.6112872782378775,168.22
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5551656523309936,-1.3618254071873872,-0.6125945711037419,-0.5071035710452253,1274.44
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6739992353757819,-1.2758052200418093,-0.6372503244067164,-0.9486793549115912,-281.72
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.635271690236013,-1.0177446586050758,-0.6793656542113184,-1.0042934334841813,262.52
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.9957488608085994,-1.0177446586050758,-0.03654651666152344,1.3418791612314886,2541.05
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03315093213562773,0.0,-0.5638729150552808,-0.6620814700008432,352.98
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5952186712835033,0.8746994585976369,-0.6695741349570272,-0.7885108086225315,628.91
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.727856427962055,0.10051777428743622,-0.6502270366714397,-0.8226207768137203,205.88
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.809287939679815,0.0,-0.007053988787152229,1.5268886626163056,589.61
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0358018797611095,-0.329583161440453,-0.49780965261668925,-0.5808849152848615,1207.78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.23341602689817603,-0.15754278714929731,0.8032827070890712,-0.43369298732940625,733.08
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.24722020053193947,2.509083014363616,-0.6567153928038013,-0.8782348553863104,230.67
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.4488107691072283,-1.5338657814785428,-0.6471598137725051,-0.9071541762440571,174.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.3687047312022091,0.35857833572416975,-0.6739390290824341,-0.7710850640031199,-140.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.1946884817584071,0.10051777428743622,-0.6779500128733487,-0.4881947843305446,541.05
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3936281027082147,0.10051777428743622,1.8979863567299817,0.6192669003116341,2621.29875
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.168439636439661,-0.4156033485860309,-0.6653272109431176,-0.7432780247168249,161.23
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.9957488608085994,-1.1037648457506537,-0.6681584936190573,-0.9683296626739064,366.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.7692349207273053,1.2187802071799483,-0.6267509844834401,0.7112155102183166,-247.25
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.08700812472190103,-0.24356297429487517,-0.6338291911732893,-0.5553024391414701,270.81
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.5275913331995069,0.2725581485785919,-0.651760648120907,-0.6253761781429337,244.03
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.24722020053193947,-0.329583161440453,1.8979863567299817,1.8705836681949126,2285.21
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.9556958418560897,-0.5016235357316087,-0.6728772980789567,-0.7866570060034451,429.87
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.1946884817584071,-0.4156033485860309,1.4850319814330362,-0.14524129979957193,1162.57
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2747945196634263,-1.6198859686241207,-0.6490473355564649,-0.7010113250016563,296.28
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.4737341406132336,0.8746994585976369,-0.6495192160024548,-0.736604335288114,550.77
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.168439636439661,1.5628609557622597,-0.3564814590427024,1.7352560770016103,1154.39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8079624658670743,0.9607196457432147,-0.6338291911732893,-0.7822078797176379,171.09
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0358018797611095,-0.24356297429487517,1.8979863567299817,1.1071877496551583,2621.29875
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.635271690236013,1.1327600200343704,1.8979863567299817,1.1138614390838693,2621.29875
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.1946884817584071,1.304800394325526,1.8979863567299817,1.2844112800398122,2621.29875
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2734690458506857,0.18653796143301407,-0.6521145584553995,-0.544179623426952,384.78
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.2233891923411977e-16,-0.9317244714594979,-0.6190829272361037,-0.987238449388587,297.06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9143173490908394,0.10051777428743622,1.8979863567299817,-0.1600717207522626,2621.29875
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.809287939679815,0.5306187100153255,-0.6619060777096907,-1.0013273492936432,140.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.048280579582132,-0.07152260000371947,-0.6682764637305549,-0.76292833247914,169.96
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4350065954734645,-0.5016235357316087,1.8979863567299817,0.8235559489349488,2621.29875
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.4087577501547188,-0.8457042843139201,-0.6775961025388562,-0.49338543166398635,143.13
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3273262384369588,-0.15754278714929731,1.8979863567299817,1.4026838871375207,2621.29875
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5275913331995069,-0.9317244714594979,-0.6680405235075599,-0.6572615831912187,166.87
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.4474852952944878,-0.07152260000371947,-0.6637935994936505,-0.5019129237117835,332.39
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.006902086816881705,0.9607196457432147,1.8979863567299817,0.15655776658768403,-1267.4912499999998
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2347415007109168,-0.07152260000371947,-0.620852478908566,-0.8055657927181259,1288.09
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.048280579582132,-0.5876437228771866,-0.6416152185321232,-0.926433723482555,132.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6477503900570358,-0.24356297429487517,-0.6374862646297113,-0.8837962632435693,153.01
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5538401785182528,-0.4156033485860309,0.7878286224829006,1.0282157580820803,1086.74
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2485456743446803,-1.0177446586050758,-0.6537661400163642,-0.921984597196748,101.81
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.074529424900878,0.014497587141858377,1.8979863567299817,1.72709934547763,-1267.4912499999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6339462164232722,0.18653796143301407,-0.6186110467901138,-0.9623974942928301,-452.77
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7541052732808012,-1.3618254071873872,-0.3433867766664816,-0.7792417955270998,-496.11
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0344764059483684,-0.7596840971683423,-0.6333573107272994,-1.019123854436872,288.53
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1546354628058975,1.1327600200343704,1.8979863567299817,1.2414030592770093,2621.29875
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.488863788059738,1.1327600200343704,1.8979863567299817,0.8669349302215689,2621.29875
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.635271690236013,0.18653796143301407,-0.6456262023230378,-0.5823679573801306,957.36
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.353575083755705,0.788679271452059,-0.66709676261558,-1.0239437412464967,230.4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2233891923411977e-16,-0.24356297429487517,-0.6458621425460327,-0.9394103418161595,301.75
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.2347415007109168,-1.0177446586050758,-0.6529403492358818,-0.5408427787125967,-420.24
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8480154848195839,-1.0177446586050758,-0.6744109095284241,-1.0091133202938058,105.03
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1145824438533878,0.0,-0.6403175473056509,-0.514889542045388,728.52
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.727856427962055,-1.1037648457506537,-0.655653661800324,-0.8111272005753848,146.42
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.8755898039510708,0.4445985228697476,-0.6735851187479417,-0.7340090116213932,799.92
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.1546354628058975,-0.9317244714594979,-0.6786578335423336,-0.7818371191938207,374.19
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0358018797611095,-1.2758052200418093,-0.6537661400163642,-0.516372584140657,500.74
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6739992353757819,0.5306187100153255,-0.5764957169855116,-0.6657890752390158,391.74
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.12706114367441068,-0.15754278714929731,-0.5767316572085066,-0.6446557253814317,264.58
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7679094469145646,0.788679271452059,1.8979863567299817,1.7649169189069915,2621.29875
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.20716718157943,-1.6198859686241207,-0.6581310341417711,-0.8511693371476496,188.14
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3936281027082147,0.014497587141858377,-0.6383120554101938,-1.0139332071034302,429.06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2485456743446803,1.1327600200343704,-0.6516426780094094,-0.9972489835316533,124.89
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.075854898713619,-0.8457042843139201,-0.6681584936190573,-0.8630336739098022,445.66
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-2.2233891923411977e-16,-0.329583161440453,-0.5151512590068195,-0.682473298810793,240.56
